factor,target,universe,quantile,count,factor_min,factor_max,factor_mean,target_mean,target_median,target_p25,target_p75,target7_rate,target10_rate,loss_rate,opportunity7_rate,primary_close_mean,opportunity_max_mean
consecutive_boards,executed_realized_d3,executed_only,4,32,1.0,1.0,1.0,-2.1295,-3.2988,-7.7094,4.5388,0.25,0.0,0.5312,0.2812,-3.0002,3.7653
consecutive_boards,executed_realized_d3,executed_only,5,33,1.0,3.0,1.7879,1.2552,1.4969,-2.4961,7.0,0.3939,0.0,0.2424,0.3939,-0.1856,5.8394
daily_rank,all_opportunity_d3_max,all_candidates,1,52,1.0,6.0,2.9615,8.4289,7.6085,4.3052,11.7717,0.5962,0.3462,0.0,0.5962,3.2981,8.4289
daily_rank,all_opportunity_d3_max,all_candidates,2,51,6.0,12.0,8.5882,8.4417,8.147,4.307,11.7341,0.5294,0.3725,0.0,0.5294,3.4275,8.4417
daily_rank,all_opportunity_d3_max,all_candidates,3,52,12.0,20.0,15.4808,6.2393,5.4119,2.0572,9.2921,0.3654,0.2115,0.0192,0.3654,0.0216,6.2393
daily_rank,all_opportunity_d3_max,all_candidates,4,51,20.0,35.0,26.9804,5.5335,5.5556,1.4956,9.1994,0.3529,0.2157,0.0196,0.3529,-0.9392,5.5335
daily_rank,all_opportunity_d3_max,all_candidates,5,52,35.0,55.0,44.3462,5.2534,2.9255,1.0038,8.4902,0.3077,0.1731,0.0,0.3077,-0.1037,5.2534
daily_rank,all_primary_d3_close,all_candidates,1,52,1.0,6.0,2.9615,3.2981,4.1948,-2.6477,10.0345,0.3462,0.25,0.25,0.5962,3.2981,8.4289
daily_rank,all_primary_d3_close,all_candidates,2,51,6.0,12.0,8.5882,3.4275,3.1781,-3.316,9.1459,0.3137,0.2157,0.2549,0.5294,3.4275,8.4417
daily_rank,all_primary_d3_close,all_candidates,3,52,12.0,20.0,15.4808,0.0216,-0.7506,-5.5786,4.2105,0.1154,0.0769,0.3269,0.3654,0.0216,6.2393
daily_rank,all_primary_d3_close,all_candidates,4,51,20.0,35.0,26.9804,-0.9392,-1.5795,-6.4127,2.3799,0.1765,0.0784,0.4314,0.3529,-0.9392,5.5335
daily_rank,all_primary_d3_close,all_candidates,5,52,35.0,55.0,44.3462,-0.1037,-0.7569,-5.7444,2.881,0.1731,0.1538,0.4038,0.3077,-0.1037,5.2534
daily_rank,executed_realized_d3,executed_only,1,33,1.0,7.0,3.9394,0.8764,2.5793,-3.7932,7.0,0.4545,0.0,0.2727,0.5152,0.997,7.1726
daily_rank,executed_realized_d3,executed_only,2,32,7.0,12.0,9.7812,3.0695,7.0,0.0635,7.0,0.625,0.0,0.1875,0.5,4.0108,8.6326
daily_rank,executed_realized_d3,executed_only,3,32,12.0,19.0,15.3125,1.2289,1.6705,-2.5104,7.0,0.4062,0.0,0.2188,0.4062,0.9677,6.7106
daily_rank,executed_realized_d3,executed_only,4,32,19.0,34.0,24.5312,0.2083,0.3822,-3.7065,7.0,0.3125,0.0,0.3125,0.3438,-0.406,5.7703
daily_rank,executed_realized_d3,executed_only,5,33,34.0,55.0,43.6667,-1.0195,-0.7394,-5.1988,2.6061,0.1515,0.0,0.3636,0.1818,-1.2848,3.5468
days_since_d0,all_opportunity_d3_max,all_candidates,1,591,0.0,0.0,0.0,7.7715,6.7266,3.0789,10.6517,0.489,0.3113,0.0068,0.489,2.4533,7.7715
days_since_d0,all_opportunity_d3_max,all_candidates,2,590,0.0,1.0,0.0831,7.2555,6.4005,2.7828,10.0048,0.4644,0.2576,0.0068,0.4644,1.2579,7.2555
days_since_d0,all_opportunity_d3_max,all_candidates,3,590,1.0,1.0,1.0,5.8365,4.682,1.8485,9.5392,0.3593,0.2136,0.0136,0.3593,0.6269,5.8365
days_since_d0,all_opportunity_d3_max,all_candidates,4,590,1.0,3.0,1.9695,5.1423,3.8419,1.3322,8.0431,0.3119,0.1678,0.0102,0.3119,-0.1406,5.1423
days_since_d0,all_opportunity_d3_max,all_candidates,5,591,3.0,4.0,3.4027,4.866,3.2315,0.9269,7.7215,0.2741,0.1658,0.022,0.2741,-0.1056,4.866
days_since_d0,all_primary_d3_close,all_candidates,1,591,0.0,0.0,0.0,2.4533,1.8033,-3.5617,7.5442,0.2657,0.1777,0.2826,0.489,2.4533,7.7715
days_since_d0,all_primary_d3_close,all_candidates,2,590,0.0,1.0,0.0831,1.2579,0.6164,-4.435,6.4375,0.222,0.1458,0.3102,0.4644,1.2579,7.2555
days_since_d0,all_primary_d3_close,all_candidates,3,590,1.0,1.0,1.0,0.6269,0.1019,-4.2934,5.2497,0.1831,0.0881,0.3288,0.3593,0.6269,5.8365
days_since_d0,all_primary_d3_close,all_candidates,4,590,1.0,3.0,1.9695,-0.1406,-0.9813,-5.108,4.406,0.1695,0.1017,0.3966,0.3119,-0.1406,5.1423
days_since_d0,all_primary_d3_close,all_candidates,5,591,3.0,4.0,3.4027,-0.1056,-1.3055,-5.1806,3.8127,0.1591,0.1083,0.3824,0.2741,-0.1056,4.866
days_since_d0,executed_realized_d3,executed_only,1,33,1.0,1.0,1.0,1.7892,7.0,-1.8048,7.0,0.5152,0.0,0.2121,0.3636,1.1395,7.0125
days_since_d0,executed_realized_d3,executed_only,2,32,1.0,1.0,1.0,2.1388,3.6432,-1.5501,7.0,0.4688,0.0,0.1875,0.5938,3.2123,8.8128
days_since_d0,executed_realized_d3,executed_only,3,32,1.0,2.0,1.1875,0.4604,1.2377,-3.5858,7.0,0.3438,0.0,0.3438,0.4062,0.3787,5.2319
days_since_d0,executed_realized_d3,executed_only,4,32,2.0,2.0,2.0,0.2359,0.3822,-3.6118,7.0,0.3438,0.0,0.25,0.3125,-0.6842,5.1524
days_since_d0,executed_realized_d3,executed_only,5,33,3.0,3.0,3.0,-0.3113,-0.0688,-5.1988,7.0,0.2727,0.0,0.3636,0.2727,0.188,5.5652
graph_quality_score,all_opportunity_d3_max,all_candidates,1,591,0.0,40.0,24.9882,5.1805,3.9111,1.4692,7.7717,0.2978,0.1607,0.0051,0.2978,0.1895,5.1805
graph_quality_score,all_opportunity_d3_max,all_candidates,2,590,40.0,58.0,44.9559,5.57,4.1439,1.4382,8.8503,0.3288,0.1949,0.0102,0.3288,0.4935,5.57
graph_quality_score,all_opportunity_d3_max,all_candidates,3,590,58.0,70.0,62.6305,6.2229,4.9089,1.7641,9.909,0.3644,0.2373,0.0186,0.3644,0.894,6.2229
graph_quality_score,all_opportunity_d3_max,all_candidates,4,590,70.0,82.0,76.261,6.9181,5.7175,2.2715,10.0988,0.4254,0.2678,0.0119,0.4254,1.3446,6.9181
graph_quality_score,all_opportunity_d3_max,all_candidates,5,591,82.0,90.0,89.2826,6.9811,6.702,2.4047,10.0,0.4822,0.2555,0.0135,0.4822,1.1719,6.9811
graph_quality_score,all_primary_d3_close,all_candidates,1,591,0.0,40.0,24.9882,0.1895,-0.8117,-4.4671,4.454,0.1506,0.0863,0.3418,0.2978,0.1895,5.1805
graph_quality_score,all_primary_d3_close,all_candidates,2,590,40.0,58.0,44.9559,0.4935,-0.4243,-4.9545,4.7921,0.1763,0.1203,0.361,0.3288,0.4935,5.57
graph_quality_score,all_primary_d3_close,all_candidates,3,590,58.0,70.0,62.6305,0.894,-0.5251,-4.4145,5.4974,0.2085,0.1356,0.3559,0.3644,0.894,6.2229
graph_quality_score,all_primary_d3_close,all_candidates,4,590,70.0,82.0,76.261,1.3446,0.6003,-4.5546,6.5527,0.239,0.139,0.3254,0.4254,1.3446,6.9181
graph_quality_score,all_primary_d3_close,all_candidates,5,591,82.0,90.0,89.2826,1.1719,0.6866,-4.5411,6.445,0.225,0.1404,0.3164,0.4822,1.1719,6.9811
graph_quality_score,executed_realized_d3,executed_only,1,33,70.0,70.0,70.0,0.3652,0.4545,-4.3293,7.0,0.303,0.0,0.2727,0.4242,1.984,7.2486
graph_quality_score,executed_realized_d3,executed_only,2,32,70.0,82.0,78.125,0.7725,3.7393,-4.8678,7.0,0.4688,0.0,0.2812,0.375,0.9292,7.0682
graph_quality_score,executed_realized_d3,executed_only,3,32,82.0,82.0,82.0,2.5057,7.0,-1.4714,7.0,0.5312,0.0,0.1875,0.5,3.543,8.8937
graph_quality_score,executed_realized_d3,executed_only,4,32,82.0,82.0,82.0,-0.7658,-1.902,-4.925,7.0,0.2812,0.0,0.4062,0.3438,-1.5213,4.4478
graph_quality_score,executed_realized_d3,executed_only,5,33,90.0,90.0,90.0,1.4256,1.4969,-2.3852,7.0,0.3636,0.0,0.2121,0.303,-0.6992,4.1532
invalid_distance_pct,all_opportunity_d3_max,all_candidates,1,591,0.0,2.1053,1.0808,7.4415,6.7266,2.2166,10.4059,0.4839,0.2978,0.022,0.4839,2.3248,7.4415
invalid_distance_pct,all_opportunity_d3_max,all_candidates,2,590,2.1059,3.1454,2.6907,5.8955,4.6105,1.7495,9.2888,0.3492,0.2085,0.0068,0.3492,0.4408,5.8955
invalid_distance_pct,all_opportunity_d3_max,all_candidates,3,590,3.1461,3.8955,3.5282,5.9,4.6354,1.8309,8.7915,0.3525,0.1966,0.0068,0.3525,0.7033,5.9
invalid_distance_pct,all_opportunity_d3_max,all_candidates,4,590,3.8961,4.5543,4.2184,6.1453,4.9766,1.6878,9.8286,0.3729,0.2203,0.0119,0.3729,0.6162,6.1453
invalid_distance_pct,all_opportunity_d3_max,all_candidates,5,591,4.5544,6.4587,5.0059,5.489,4.335,1.5138,9.0109,0.3401,0.1929,0.0118,0.3401,0.0068,5.489
invalid_distance_pct,all_primary_d3_close,all_candidates,1,591,0.0,2.1053,1.0808,2.3248,1.7428,-3.8823,7.7709,0.2741,0.1912,0.2927,0.4839,2.3248,7.4415
invalid_distance_pct,all_primary_d3_close,all_candidates,2,590,2.1059,3.1454,2.6907,0.4408,-0.7322,-4.6352,4.6109,0.1763,0.1169,0.3458,0.3492,0.4408,5.8955
invalid_distance_pct,all_primary_d3_close,all_candidates,3,590,3.1461,3.8955,3.5282,0.7033,-0.3515,-4.3465,5.2493,0.1915,0.1136,0.339,0.3525,0.7033,5.9
invalid_distance_pct,all_primary_d3_close,all_candidates,4,590,3.8961,4.5543,4.2184,0.6162,-0.423,-4.541,5.0694,0.1814,0.1085,0.3458,0.3729,0.6162,6.1453
invalid_distance_pct,all_primary_d3_close,all_candidates,5,591,4.5544,6.4587,5.0059,0.0068,-0.7647,-5.2486,4.8787,0.176,0.0914,0.3773,0.3401,0.0068,5.489
invalid_distance_pct,executed_realized_d3,executed_only,1,33,0.6605,2.9915,2.3915,1.5918,2.5793,-1.4052,7.0,0.3636,0.0,0.2121,0.3636,2.3248,6.6061
invalid_distance_pct,executed_realized_d3,executed_only,2,32,2.9931,3.5019,3.2126,0.9148,1.2377,-3.846,7.0,0.3438,0.0,0.2812,0.4062,0.2654,5.5003
invalid_distance_pct,executed_realized_d3,executed_only,3,32,3.5465,4.0304,3.811,-0.0516,-0.3398,-3.7831,7.0,0.3438,0.0,0.2812,0.375,0.8157,6.3837
invalid_distance_pct,executed_realized_d3,executed_only,4,32,4.0495,4.3604,4.2097,1.9906,4.9025,-2.4612,7.0,0.5,0.0,0.2188,0.4375,0.6156,6.9391
invalid_distance_pct,executed_realized_d3,executed_only,5,33,4.3716,4.955,4.6177,-0.1321,0.364,-5.3555,7.0,0.3939,0.0,0.3636,0.3636,0.1761,6.3342
low_absorb_width_pct,all_opportunity_d3_max,all_candidates,1,591,0.0,2.1053,1.0808,7.4415,6.7266,2.2166,10.4059,0.4839,0.2978,0.022,0.4839,2.3248,7.4415
low_absorb_width_pct,all_opportunity_d3_max,all_candidates,2,590,2.1059,3.1454,2.6907,5.8955,4.6105,1.7495,9.2888,0.3492,0.2085,0.0068,0.3492,0.4408,5.8955
low_absorb_width_pct,all_opportunity_d3_max,all_candidates,3,590,3.1461,3.8955,3.5282,5.9,4.6354,1.8309,8.7915,0.3525,0.1966,0.0068,0.3525,0.7033,5.9
low_absorb_width_pct,all_opportunity_d3_max,all_candidates,4,590,3.8961,4.5543,4.2184,6.1453,4.9766,1.6878,9.8286,0.3729,0.2203,0.0119,0.3729,0.6162,6.1453
low_absorb_width_pct,all_opportunity_d3_max,all_candidates,5,591,4.5544,6.4587,5.0059,5.489,4.335,1.5138,9.0109,0.3401,0.1929,0.0118,0.3401,0.0068,5.489
low_absorb_width_pct,all_primary_d3_close,all_candidates,1,591,0.0,2.1053,1.0808,2.3248,1.7428,-3.8823,7.7709,0.2741,0.1912,0.2927,0.4839,2.3248,7.4415
low_absorb_width_pct,all_primary_d3_close,all_candidates,2,590,2.1059,3.1454,2.6907,0.4408,-0.7322,-4.6352,4.6109,0.1763,0.1169,0.3458,0.3492,0.4408,5.8955
low_absorb_width_pct,all_primary_d3_close,all_candidates,3,590,3.1461,3.8955,3.5282,0.7033,-0.3515,-4.3465,5.2493,0.1915,0.1136,0.339,0.3525,0.7033,5.9
low_absorb_width_pct,all_primary_d3_close,all_candidates,4,590,3.8961,4.5543,4.2184,0.6162,-0.423,-4.541,5.0694,0.1814,0.1085,0.3458,0.3729,0.6162,6.1453
low_absorb_width_pct,all_primary_d3_close,all_candidates,5,591,4.5544,6.4587,5.0059,0.0068,-0.7647,-5.2486,4.8787,0.176,0.0914,0.3773,0.3401,0.0068,5.489
low_absorb_width_pct,executed_realized_d3,executed_only,1,33,0.6605,2.9915,2.3915,1.5918,2.5793,-1.4052,7.0,0.3636,0.0,0.2121,0.3636,2.3248,6.6061
low_absorb_width_pct,executed_realized_d3,executed_only,2,32,2.9931,3.5019,3.2126,0.9148,1.2377,-3.846,7.0,0.3438,0.0,0.2812,0.4062,0.2654,5.5003
low_absorb_width_pct,executed_realized_d3,executed_only,3,32,3.5465,4.0304,3.811,-0.0516,-0.3398,-3.7831,7.0,0.3438,0.0,0.2812,0.375,0.8157,6.3837
low_absorb_width_pct,executed_realized_d3,executed_only,4,32,4.0495,4.3604,4.2097,1.9906,4.9025,-2.4612,7.0,0.5,0.0,0.2188,0.4375,0.6156,6.9391
low_absorb_width_pct,executed_realized_d3,executed_only,5,33,4.3716,4.955,4.6177,-0.1321,0.364,-5.3555,7.0,0.3939,0.0,0.3636,0.3636,0.1761,6.3342
support_score,all_opportunity_d3_max,all_candidates,1,591,0.0,27.0,12.3113,5.5832,4.1737,1.4798,8.8895,0.335,0.2047,0.0152,0.335,0.6215,5.5832
support_score,all_opportunity_d3_max,all_candidates,2,590,27.0,69.0,47.9695,6.1372,4.3993,1.6529,9.9599,0.3593,0.2305,0.0119,0.3593,0.8576,6.1372
support_score,all_opportunity_d3_max,all_candidates,3,590,69.0,91.0,84.3932,5.6297,4.339,1.1885,9.1379,0.3475,0.1932,0.0186,0.3475,-0.1054,5.6297
support_score,all_opportunity_d3_max,all_candidates,4,590,91.0,91.0,91.0,7.1125,6.2223,2.6743,10.0432,0.4492,0.2678,0.0068,0.4492,2.1772,7.1125
support_score,all_opportunity_d3_max,all_candidates,5,591,91.0,91.0,91.0,6.4102,5.346,2.1965,9.9356,0.4078,0.22,0.0068,0.4078,0.543,6.4102
support_score,all_primary_d3_close,all_candidates,1,591,0.0,27.0,12.3113,0.6215,-0.6177,-4.8581,5.3211,0.1895,0.1151,0.3655,0.335,0.6215,5.5832
support_score,all_primary_d3_close,all_candidates,2,590,27.0,69.0,47.9695,0.8576,-0.2753,-4.6616,5.5543,0.2119,0.139,0.3458,0.3593,0.8576,6.1372
support_score,all_primary_d3_close,all_candidates,3,590,69.0,91.0,84.3932,-0.1054,-1.2466,-5.3346,4.7409,0.1593,0.1034,0.3932,0.3475,-0.1054,5.6297
support_score,all_primary_d3_close,all_candidates,4,590,91.0,91.0,91.0,2.1772,1.6403,-3.2587,6.7206,0.2424,0.1424,0.2678,0.4492,2.1772,7.1125
support_score,all_primary_d3_close,all_candidates,5,591,91.0,91.0,91.0,0.543,-0.2121,-4.8795,5.334,0.1963,0.1218,0.3283,0.4078,0.543,6.4102
support_score,executed_realized_d3,executed_only,1,33,21.0,47.0,35.7879,0.8421,2.8049,-3.3113,7.0,0.3939,0.0,0.2727,0.4848,3.4175,8.6396
support_score,executed_realized_d3,executed_only,2,32,47.0,61.0,52.6875,1.4908,1.2149,-3.0413,7.0,0.4062,0.0,0.25,0.4688,1.5507,6.7575
support_score,executed_realized_d3,executed_only,3,32,63.0,79.0,69.9375,0.9777,1.9352,-2.6002,7.0,0.4375,0.0,0.2188,0.4688,1.236,6.821
support_score,executed_realized_d3,executed_only,4,32,79.0,91.0,84.75,0.7796,1.8929,-4.6494,7.0,0.4375,0.0,0.3438,0.3438,-1.4031,5.8209
support_score,executed_realized_d3,executed_only,5,33,91.0,91.0,91.0,0.2353,0.6317,-4.7578,7.0,0.2727,0.0,0.2727,0.1818,-0.613,3.7418
theme_score,all_opportunity_d3_max,all_candidates,1,591,45.0,60.0,51.3959,5.4819,4.0863,1.5505,8.6918,0.3215,0.1844,0.0118,0.3215,-0.402,5.4819
theme_score,all_opportunity_d3_max,all_candidates,2,590,60.0,60.0,60.0,6.0106,4.8324,1.7144,9.3944,0.361,0.2119,0.0136,0.361,0.6371,6.0106
theme_score,all_opportunity_d3_max,all_candidates,3,590,60.0,70.0,69.8136,6.4709,5.2312,2.0851,9.9704,0.3949,0.239,0.0203,0.3949,1.4513,6.4709
theme_score,all_opportunity_d3_max,all_candidates,4,590,70.0,70.0,70.0,7.1627,6.3565,2.3081,10.4814,0.4508,0.2915,0.0068,0.4508,2.5735,7.1627
theme_score,all_opportunity_d3_max,all_candidates,5,591,70.0,70.0,70.0,5.748,4.7691,1.5012,9.143,0.3706,0.1895,0.0068,0.3706,-0.1631,5.748
theme_score,all_primary_d3_close,all_candidates,1,591,45.0,60.0,51.3959,-0.402,-1.2563,-5.4055,4.1664,0.1523,0.0812,0.3976,0.3215,-0.402,5.4819
theme_score,all_primary_d3_close,all_candidates,2,590,60.0,60.0,60.0,0.6371,-0.5238,-4.7927,5.213,0.1932,0.1153,0.3576,0.361,0.6371,6.0106
theme_score,all_primary_d3_close,all_candidates,3,590,60.0,70.0,69.8136,1.4513,0.7401,-4.0023,5.871,0.2271,0.1559,0.3,0.3949,1.4513,6.4709
theme_score,all_primary_d3_close,all_candidates,4,590,70.0,70.0,70.0,2.5735,1.6031,-3.0594,7.4627,0.261,0.1729,0.2542,0.4508,2.5735,7.1627
theme_score,all_primary_d3_close,all_candidates,5,591,70.0,70.0,70.0,-0.1631,-1.0057,-5.6262,4.3173,0.1658,0.0964,0.3909,0.3706,-0.1631,5.748
theme_score,executed_realized_d3,executed_only,1,33,45.0,60.0,55.0,0.4179,0.6317,-3.0904,7.0,0.3636,0.0,0.2727,0.303,0.9174,6.164
theme_score,executed_realized_d3,executed_only,2,32,60.0,70.0,65.9375,1.9456,5.3801,-2.6619,7.0,0.5,0.0,0.2188,0.4688,1.3546,7.4337
theme_score,executed_realized_d3,executed_only,3,32,70.0,70.0,70.0,1.9372,2.0373,-1.6502,7.0,0.4375,0.0,0.2188,0.4062,2.4625,7.0781
theme_score,executed_realized_d3,executed_only,4,32,70.0,70.0,70.0,1.6888,5.375,-2.4576,7.0,0.5,0.0,0.2188,0.5625,1.6653,8.2433
theme_score,executed_realized_d3,executed_only,5,33,70.0,70.0,70.0,-1.5936,-0.7394,-6.2126,1.8441,0.1515,0.0,0.4242,0.2121,-2.0873,2.9634
total_score,all_opportunity_d3_max,all_candidates,1,591,0.0,28.7,16.9424,5.2686,4.1968,1.3351,8.5576,0.313,0.1777,0.0152,0.313,-0.296,5.2686
total_score,all_opportunity_d3_max,all_candidates,2,590,28.7,41.5,35.4931,5.7072,4.4096,1.6345,8.5513,0.3356,0.178,0.0085,0.3356,0.3988,5.7072
total_score,all_opportunity_d3_max,all_candidates,3,590,41.55,56.05,48.8319,5.8002,4.3824,1.6084,9.0751,0.3441,0.1932,0.0119,0.3441,0.7573,5.8002
total_score,all_opportunity_d3_max,all_candidates,4,590,56.05,70.25,63.2116,6.2303,4.9634,1.7473,9.9993,0.3814,0.2508,0.0119,0.3814,0.8201,6.2303
total_score,all_opportunity_d3_max,all_candidates,5,591,70.3,100.0,83.6887,7.8647,7.2461,2.8166,11.0635,0.5245,0.3164,0.0118,0.5245,2.4121,7.8647
total_score,all_primary_d3_close,all_candidates,1,591,0.0,28.7,16.9424,-0.296,-1.0534,-4.7645,3.6784,0.1387,0.0812,0.3773,0.313,-0.296,5.2686
total_score,all_primary_d3_close,all_candidates,2,590,28.7,41.5,35.4931,0.3988,-1.0485,-4.8895,4.7957,0.1814,0.1136,0.3695,0.3356,0.3988,5.7072
total_score,all_primary_d3_close,all_candidates,3,590,41.55,56.05,48.8319,0.7573,-0.0768,-4.7834,5.1941,0.1763,0.1186,0.3271,0.3441,0.7573,5.8002
total_score,all_primary_d3_close,all_candidates,4,590,56.05,70.25,63.2116,0.8201,0.0084,-4.2537,5.6597,0.2085,0.1203,0.3424,0.3814,0.8201,6.2303
total_score,all_primary_d3_close,all_candidates,5,591,70.3,100.0,83.6887,2.4121,1.8684,-4.0189,7.8842,0.2944,0.1878,0.2843,0.5245,2.4121,7.8647
total_score,executed_realized_d3,executed_only,1,33,72.0,74.4,73.2939,0.8072,2.4746,-3.7932,7.0,0.3636,0.0,0.303,0.3636,1.6156,6.9623
total_score,executed_realized_d3,executed_only,2,32,74.4,77.8,76.1656,0.2676,0.1975,-3.1456,7.0,0.3438,0.0,0.2812,0.3125,-0.4996,5.6645
total_score,executed_realized_d3,executed_only,3,32,77.8,85.5,80.6203,1.0749,0.9297,-1.7091,7.0,0.375,0.0,0.25,0.3438,0.8778,5.5931
total_score,executed_realized_d3,executed_only,4,32,86.4,92.95,90.5156,0.7702,1.8145,-2.7698,7.0,0.375,0.0,0.25,0.4688,0.0319,6.7971
total_score,executed_realized_d3,executed_only,5,33,92.95,100.0,97.2985,1.3712,2.5793,-4.588,7.0,0.4848,0.0,0.2727,0.4545,2.1329,6.7231
